hgnc_symbol	ensembl_gene_id	gene_biotype
USP9YP23	ENSG00000223555	unprocessed_pseudogene
USP9YP27	ENSG00000235521	unprocessed_pseudogene
RNU1-128P	ENSG00000252513	snRNA
TRAPPC2P3	ENSG00000224964	unprocessed_pseudogene
ELOCP6	ENSG00000225740	processed_pseudogene
CDY6P	ENSG00000229138	unprocessed_pseudogene
USP9YP7	ENSG00000224485	unprocessed_pseudogene
USP9YP6	ENSG00000226116	unprocessed_pseudogene
CDY7P	ENSG00000237558	unprocessed_pseudogene
USP9YP34	ENSG00000233378	unprocessed_pseudogene
USP9YP32	ENSG00000237616	unprocessed_pseudogene
CDY8P	ENSG00000224033	unprocessed_pseudogene
ELOCP12	ENSG00000230412	processed_pseudogene
TRAPPC2P8	ENSG00000225895	unprocessed_pseudogene
USP9YP15	ENSG00000233120	unprocessed_pseudogene
RNU1-95P	ENSG00000252166	snRNA
USP9YP16	ENSG00000232744	unprocessed_pseudogene
ACTG1P11	ENSG00000229465	processed_pseudogene
ELOCP26	ENSG00000236599	processed_pseudogene
CDY9P	ENSG00000232899	unprocessed_pseudogene
TAF9P2	ENSG00000229302	processed_pseudogene
CLUHP2	ENSG00000228945	unprocessed_pseudogene
	ENSG00000278391	misc_RNA
RNA5SP522	ENSG00000251953	rRNA_pseudogene
RNA5SP523	ENSG00000252667	rRNA_pseudogene
TUBB1P1	ENSG00000249726	unprocessed_pseudogene
ELOCP13	ENSG00000225716	processed_pseudogene
OFD1P4Y	ENSG00000229406	unprocessed_pseudogene
RNU1-48P	ENSG00000252209	snRNA
USP9YP5	ENSG00000249634	unprocessed_pseudogene
XKRYP1	ENSG00000238067	unprocessed_pseudogene
ELOCP7	ENSG00000230377	processed_pseudogene
USP9YP1	ENSG00000250951	unprocessed_pseudogene
GPM6BP1	ENSG00000230458	unprocessed_pseudogene
RAB9AP4	ENSG00000235479	unprocessed_pseudogene
TRAPPC2P7	ENSG00000249606	unprocessed_pseudogene
	ENSG00000267793	transcribed_processed_pseudogene
	ENSG00000260197	lncRNA
HSFY1	ENSG00000172468	protein_coding
TGIF2LY	ENSG00000176679	protein_coding
CDY2A	ENSG00000182415	protein_coding
ZNF736P3Y	ENSG00000233126	processed_pseudogene
TRIM60P9Y	ENSG00000227251	processed_pseudogene
RN7SKP282	ENSG00000252633	misc_RNA
	ENSG00000251996	misc_RNA
RNU6-941P	ENSG00000252155	snRNA
RNU6-521P	ENSG00000252472	snRNA
SRIP3	ENSG00000224953	processed_pseudogene
	ENSG00000274365	processed_pseudogene
GOT2P5	ENSG00000233634	processed_pseudogene
ATP5PFP1	ENSG00000237701	processed_pseudogene
	ENSG00000273906	lncRNA
TRIM60P10Y	ENSG00000232976	processed_pseudogene
ZNF736P2Y	ENSG00000226270	processed_pseudogene
TRIM60P11Y	ENSG00000227837	processed_pseudogene
	ENSG00000278602	unprocessed_pseudogene
ZNF736P1Y	ENSG00000223978	processed_pseudogene
	ENSG00000278197	unprocessed_pseudogene
ZNF736P5Y	ENSG00000230819	processed_pseudogene
BPY2C	ENSG00000185894	protein_coding
TTTY4C	ENSG00000228296	lncRNA
DAZ4	ENSG00000205916	protein_coding
ITGA9	ENSG00000291488	protein_coding
RPL21P135	ENSG00000291489	processed_pseudogene
NDUFAF4P3	ENSG00000291491	processed_pseudogene
RNU7-73P	ENSG00000291493	snRNA
	ENSG00000291494	lncRNA
	ENSG00000291495	lncRNA
ITGA9-AS1	ENSG00000291496	lncRNA
CDY2B	ENSG00000129873	protein_coding
RNU6-1334P	ENSG00000251841	snRNA
SRY	ENSG00000184895	protein_coding
TOMM22P2	ENSG00000232195	processed_pseudogene
	ENSG00000286130	lncRNA
RPS4Y1	ENSG00000129824	protein_coding
NAP1L1P2	ENSG00000229163	processed_pseudogene
	ENSG00000278847	lncRNA
EEF1A1P41	ENSG00000223600	processed_pseudogene
PSMA6P1	ENSG00000215414	processed_pseudogene
SFPQP1	ENSG00000224035	processed_pseudogene
DPPA2P1	ENSG00000223915	processed_pseudogene
CASKP1	ENSG00000234059	unprocessed_pseudogene
TMSB4Y	ENSG00000154620	protein_coding
VCY	ENSG00000129864	protein_coding
DAZ3	ENSG00000187191	protein_coding
DAZ1	ENSG00000188120	protein_coding
	ENSG00000251925	snoRNA
	ENSG00000286744	unprocessed_pseudogene
	ENSG00000236647	unprocessed_pseudogene
AMELY	ENSG00000099721	protein_coding
TBL1Y	ENSG00000092377	protein_coding
DAZ2	ENSG00000205944	protein_coding
C1R	ENSG00000288512	protein_coding
AGKP1	ENSG00000226555	processed_pseudogene
NLGN4Y-AS1	ENSG00000228787	lncRNA
CDY22P	ENSG00000229343	unprocessed_pseudogene
ELOCP17	ENSG00000232695	processed_pseudogene
OFD1P18Y	ENSG00000235511	unprocessed_pseudogene
TRAPPC2P4	ENSG00000232914	unprocessed_pseudogene
RAB9AP3	ENSG00000223655	processed_pseudogene
USP9YP20	ENSG00000230854	unprocessed_pseudogene
RNU1-40P	ENSG00000252625	snRNA
USP9YP21	ENSG00000227635	unprocessed_pseudogene
XKRYP6	ENSG00000237546	unprocessed_pseudogene
ELOCP11	ENSG00000227867	processed_pseudogene
CDY23P	ENSG00000231716	unprocessed_pseudogene
USP9YP26	ENSG00000234744	unprocessed_pseudogene
HSFY8P	ENSG00000233156	unprocessed_pseudogene
	ENSG00000289705	unprocessed_pseudogene
	ENSG00000225876	unprocessed_pseudogene
	ENSG00000251796	snoRNA
RNU6-1314P	ENSG00000252948	snRNA
CYCSP48	ENSG00000233843	processed_pseudogene
VCY1B	ENSG00000129862	protein_coding
IBTK	ENSG00000283068	protein_coding
PNPLA4P1	ENSG00000235451	unprocessed_pseudogene
C1RL	ENSG00000288124	protein_coding
	ENSG00000289706	unprocessed_pseudogene
TBL1YP1	ENSG00000225624	unprocessed_pseudogene
RPS4Y2	ENSG00000280969	protein_coding
HSFY4P	ENSG00000224482	unprocessed_pseudogene
	ENSG00000216844	processed_pseudogene
GAPDHP17	ENSG00000229551	processed_pseudogene
TMEM167AP1	ENSG00000226504	processed_pseudogene
	ENSG00000254488	lncRNA
TOMM22P1	ENSG00000237427	processed_pseudogene
NEFLP1	ENSG00000232634	processed_pseudogene
	ENSG00000226918	unprocessed_pseudogene
PRORY	ENSG00000183146	lncRNA
	ENSG00000236615	unprocessed_pseudogene
TSPY14P	ENSG00000169849	unprocessed_pseudogene
RBMY1HP	ENSG00000169811	unprocessed_pseudogene
	ENSG00000242393	unprocessed_pseudogene
	ENSG00000228257	unprocessed_pseudogene
TTTY13	ENSG00000184991	lncRNA
ELOCP5	ENSG00000271123	processed_pseudogene
CDY10P	ENSG00000226042	unprocessed_pseudogene
USP9YP3	ENSG00000237023	unprocessed_pseudogene
USP9YP8	ENSG00000229416	unprocessed_pseudogene
CDY11P	ENSG00000230029	unprocessed_pseudogene
HSFY6P	ENSG00000224169	unprocessed_pseudogene
USP9YP18	ENSG00000223407	unprocessed_pseudogene
CDY14P	ENSG00000226873	unprocessed_pseudogene
ELOCP16	ENSG00000227915	unprocessed_pseudogene
XKRYP3	ENSG00000236620	unprocessed_pseudogene
USP9YP25	ENSG00000224866	unprocessed_pseudogene
USP9YP29	ENSG00000232424	unprocessed_pseudogene
RNU1-97P	ENSG00000252681	snRNA
RAB9AP1	ENSG00000232910	unprocessed_pseudogene
TRAPPC2P9	ENSG00000232845	unprocessed_pseudogene
OFD1P11Y	ENSG00000237302	unprocessed_pseudogene
RNU2-57P	ENSG00000252468	snRNA
VDAC1P6	ENSG00000231341	processed_pseudogene
EIF4A1P2	ENSG00000235001	processed_pseudogene
KRT18P10	ENSG00000214207	processed_pseudogene
SNX3P1Y	ENSG00000278585	processed_pseudogene
C1RL-AS1	ENSG00000288352	lncRNA
RPL26P37	ENSG00000235175	processed_pseudogene
PCDH11Y	ENSG00000099715	protein_coding
RBP5	ENSG00000288369	protein_coding
ELOCP9	ENSG00000231540	processed_pseudogene
CDY15P	ENSG00000223362	unprocessed_pseudogene
XKRYP4	ENSG00000231026	unprocessed_pseudogene
USP9YP13	ENSG00000224571	unprocessed_pseudogene
USP9YP11	ENSG00000226369	unprocessed_pseudogene
RNU6-485P	ENSG00000284403	snRNA
TTTY3B	ENSG00000280961	lncRNA
	ENSG00000288383	lncRNA
USP9YP12	ENSG00000227871	unprocessed_pseudogene
RNU1-86P	ENSG00000251917	snRNA
RAB9AP5	ENSG00000231423	unprocessed_pseudogene
CLSTN3	ENSG00000288427	protein_coding
TRAPPC2P10	ENSG00000228465	unprocessed_pseudogene
OFD1P12Y	ENSG00000232585	unprocessed_pseudogene
ELOCP10	ENSG00000234081	processed_pseudogene
CDY1B	ENSG00000172352	protein_coding
CDY17P	ENSG00000231375	unprocessed_pseudogene
USP9YP35	ENSG00000237467	unprocessed_pseudogene
USP9YP31	ENSG00000229250	unprocessed_pseudogene
CDY18P	ENSG00000232205	unprocessed_pseudogene
	ENSG00000230977	unprocessed_pseudogene
RN7SL818P	ENSG00000274234	misc_RNA
UBE2Q2P4Y	ENSG00000225491	unprocessed_pseudogene
LINC00265-2P	ENSG00000224827	processed_pseudogene
CICP2	ENSG00000233740	processed_pseudogene
	ENSG00000279274	processed_pseudogene
RBMY2XP	ENSG00000234399	unprocessed_pseudogene
TTTY17B	ENSG00000227439	lncRNA
TRIM60P5Y	ENSG00000224210	processed_pseudogene
ZNF736P12Y	ENSG00000232003	processed_pseudogene
TTTY4B	ENSG00000235412	lncRNA
BPY2B	ENSG00000183795	protein_coding
	ENSG00000240566	processed_pseudogene
ZNF736P4Y	ENSG00000236379	processed_pseudogene
	ENSG00000274899	processed_pseudogene
RBMY2YP	ENSG00000227633	unprocessed_pseudogene
	ENSG00000279115	processed_pseudogene
CICP1	ENSG00000233652	processed_pseudogene
LINC00265-3P	ENSG00000233944	processed_pseudogene
UBE2Q2P5Y	ENSG00000223636	unprocessed_pseudogene
GOLGA2P3Y	ENSG00000172297	unprocessed_pseudogene
RN7SL725P	ENSG00000278242	misc_RNA
	ENSG00000233619	processed_pseudogene
CDY19P	ENSG00000237823	unprocessed_pseudogene
USP9YP36	ENSG00000229709	unprocessed_pseudogene
USP9YP33	ENSG00000232064	unprocessed_pseudogene
CDY20P	ENSG00000225609	unprocessed_pseudogene
ELOCP34	ENSG00000270535	processed_pseudogene
OFD1P13Y	ENSG00000225287	unprocessed_pseudogene
TRAPPC2P5	ENSG00000225256	unprocessed_pseudogene
RAB9AP2	ENSG00000223856	unprocessed_pseudogene
USP9YP30	ENSG00000235004	unprocessed_pseudogene
RNU1-107P	ENSG00000252426	snRNA
TTTY3	ENSG00000231141	lncRNA
USP9YP9	ENSG00000232614	unprocessed_pseudogene
USP9YP19	ENSG00000225326	unprocessed_pseudogene
XKRYP5	ENSG00000223406	unprocessed_pseudogene
CYCSP49	ENSG00000224240	processed_pseudogene
SLC25A15P1	ENSG00000227629	unprocessed_pseudogene
PARP4P1	ENSG00000237917	unprocessed_pseudogene
CCNQP2	ENSG00000231514	processed_pseudogene
CDY1	ENSG00000172288	protein_coding
RBMY1B	ENSG00000242875	protein_coding
	ENSG00000288281	lncRNA
	ENSG00000288116	lncRNA
RBMY1A1	ENSG00000234414	protein_coding
PEX5	ENSG00000288217	protein_coding
RFTN1P1	ENSG00000234795	transcribed_unprocessed_pseudogene
	ENSG00000173357	transcribed_unprocessed_pseudogene
	ENSG00000290342	lncRNA
TTTY11	ENSG00000180910	transcribed_unprocessed_pseudogene
ARSLP1	ENSG00000224060	transcribed_unprocessed_pseudogene
OFD1P6Y	ENSG00000242153	transcribed_unprocessed_pseudogene
XKRY	ENSG00000250868	transcribed_unprocessed_pseudogene
XKRYP7	ENSG00000244646	transcribed_unprocessed_pseudogene
	ENSG00000282909	transcribed_unprocessed_pseudogene
	ENSG00000288686	transcribed_unprocessed_pseudogene
HSFY3P	ENSG00000227289	transcribed_unprocessed_pseudogene
	ENSG00000290841	lncRNA
TAB3P1	ENSG00000235462	transcribed_unprocessed_pseudogene
	ENSG00000290852	lncRNA
ANOS2P	ENSG00000241859	transcribed_unprocessed_pseudogene
RBMY2EP	ENSG00000223637	transcribed_unprocessed_pseudogene
GOLGA2P2Y	ENSG00000239533	transcribed_unprocessed_pseudogene
GOLGA2P2Y	ENSG00000291016	lncRNA
	ENSG00000278212	transcribed_unprocessed_pseudogene
TXLNGY	ENSG00000131002	transcribed_unprocessed_pseudogene
GYG2P1	ENSG00000206159	transcribed_unprocessed_pseudogene
CDY3P	ENSG00000232235	processed_pseudogene
USP9YP22	ENSG00000224408	unprocessed_pseudogene
USP9YP4	ENSG00000238154	unprocessed_pseudogene
ELOCP4	ENSG00000232924	processed_pseudogene
	ENSG00000275310	processed_pseudogene
TTTY20	ENSG00000232808	lncRNA
TSPY4	ENSG00000233803	protein_coding
RNU6-130P	ENSG00000282867	snRNA
	ENSG00000282877	processed_pseudogene
	ENSG00000287304	lncRNA
FAM197Y7	ENSG00000228383	lncRNA
TPBG	ENSG00000283085	protein_coding
	ENSG00000286120	transcribed_unprocessed_pseudogene
FAM197Y6	ENSG00000237802	lncRNA
	ENSG00000286173	transcribed_unprocessed_pseudogene
TSPY8	ENSG00000229549	protein_coding
TSPY3	ENSG00000228927	protein_coding
RBMY2CP	ENSG00000215540	transcribed_processed_pseudogene
RBMY2DP	ENSG00000215507	transcribed_processed_pseudogene
ZNF736P9Y	ENSG00000239893	transcribed_processed_pseudogene
FAM197Y8	ENSG00000225560	transcribed_processed_pseudogene
PRKY	ENSG00000099725	transcribed_unitary_pseudogene
XKRYP7	ENSG00000290725	lncRNA
BCORP1	ENSG00000215580	transcribed_unprocessed_pseudogene
FAM197Y8	ENSG00000293362	lncRNA
FAM197Y5	ENSG00000290330	lncRNA
FAM197Y5	ENSG00000225516	transcribed_unprocessed_pseudogene
TSPY1	ENSG00000258992	protein_coding
FAM197Y4	ENSG00000290373	lncRNA
FAM197Y4	ENSG00000274196	transcribed_unprocessed_pseudogene
TSPY9	ENSG00000238074	protein_coding
FAM197Y3	ENSG00000290607	lncRNA
FAM197Y3	ENSG00000230066	transcribed_unprocessed_pseudogene
	ENSG00000290332	lncRNA
FAM197Y2	ENSG00000234803	transcribed_unprocessed_pseudogene
TSPY10	ENSG00000236424	protein_coding
RPL30P4	ENSG00000291497	processed_pseudogene
CNOT10-AS1	ENSG00000291498	lncRNA
SUGT1P2	ENSG00000291499	processed_pseudogene
RPL23AP43	ENSG00000291500	processed_pseudogene
TRIM71	ENSG00000291501	protein_coding
CNOT10	ENSG00000291502	protein_coding
FAM197Y1	ENSG00000224336	unprocessed_pseudogene
TSPY25P	ENSG00000234110	unprocessed_pseudogene
TSPY16P	ENSG00000226223	unprocessed_pseudogene
	ENSG00000232617	unprocessed_pseudogene
TTTY22	ENSG00000224075	lncRNA
	ENSG00000228379	lncRNA
	ENSG00000274445	processed_pseudogene
TSPY18P	ENSG00000231874	unprocessed_pseudogene
RBMY2OP	ENSG00000234950	unprocessed_pseudogene
RBMY2QP	ENSG00000236718	transcribed_unprocessed_pseudogene
TSPY20P	ENSG00000243643	unprocessed_pseudogene
	ENSG00000290378	lncRNA
TSPY5P	ENSG00000225685	transcribed_unprocessed_pseudogene
	ENSG00000278478	processed_pseudogene
RNA5SP518	ENSG00000251766	rRNA_pseudogene
RNA5SP519	ENSG00000252289	rRNA_pseudogene
DUX4L31	ENSG00000231411	unprocessed_pseudogene
PCMTD1P1	ENSG00000226061	unprocessed_pseudogene
CDC27P2	ENSG00000237447	processed_pseudogene
	ENSG00000225840	processed_pseudogene
RNA5-8SP6	ENSG00000251705	rRNA_pseudogene
DLGAP5P1	ENSG00000237195	processed_pseudogene
TTTY23B	ENSG00000250204	transcribed_unprocessed_pseudogene
TSPY2	ENSG00000168757	protein_coding
FAM197Y9	ENSG00000290448	lncRNA
FAM197Y9	ENSG00000234830	transcribed_unprocessed_pseudogene
	ENSG00000275352	unprocessed_pseudogene
TSPY19P	ENSG00000234583	unprocessed_pseudogene
	ENSG00000235094	unprocessed_pseudogene
LINC00280	ENSG00000229643	lncRNA
	ENSG00000235895	unprocessed_pseudogene
TSPY17P	ENSG00000232620	unprocessed_pseudogene
	ENSG00000293672	lncRNA
	ENSG00000290954	lncRNA
	ENSG00000294545	lncRNA
	ENSG00000294758	lncRNA
	ENSG00000293305	lncRNA
	ENSG00000295056	lncRNA
TTTY23	ENSG00000239225	lncRNA
FAM224B	ENSG00000230663	lncRNA
	ENSG00000288463	processed_pseudogene
	ENSG00000295335	lncRNA
TTTY2B	ENSG00000212856	lncRNA
TTTY1B	ENSG00000129816	lncRNA
TTTY7	ENSG00000147753	lncRNA
TTTY8B	ENSG00000185700	lncRNA
	ENSG00000291034	lncRNA
	ENSG00000290435	lncRNA
NAA50P1	ENSG00000281819	processed_pseudogene
OR8J2	ENSG00000263150	protein_coding
OR5T2	ENSG00000262851	protein_coding
	ENSG00000290369	lncRNA
OR5T3	ENSG00000261897	protein_coding
OR5T1	ENSG00000262784	protein_coding
OR8H1	ENSG00000262611	protein_coding
	ENSG00000297760	lncRNA
	ENSG00000297994	lncRNA
	ENSG00000229308	lncRNA
OR8I1P	ENSG00000280712	unprocessed_pseudogene
OR8K3	ENSG00000262755	protein_coding
TTTY10	ENSG00000229236	lncRNA
FAM8A2P	ENSG00000281773	unprocessed_pseudogene
OR8K2P	ENSG00000280617	unprocessed_pseudogene
OR8K1	ENSG00000263328	protein_coding
RPL5P29	ENSG00000281820	processed_pseudogene
OR8J1	ENSG00000262796	protein_coding
OR8U8	ENSG00000262315	protein_coding
OR8U9	ENSG00000281038	protein_coding
OR8L1P	ENSG00000280577	unprocessed_pseudogene
TTTY16	ENSG00000290323	lncRNA
TTTY12	ENSG00000237048	lncRNA
	ENSG00000298447	lncRNA
TTTY2	ENSG00000212855	lncRNA
TTTY7B	ENSG00000147761	lncRNA
ZFY-AS1	ENSG00000233070	lncRNA
	ENSG00000299745	lncRNA
	ENSG00000288049	lncRNA
	ENSG00000299844	lncRNA
	ENSG00000290853	lncRNA
	ENSG00000300212	lncRNA
	ENSG00000300312	lncRNA
	ENSG00000300595	lncRNA
TTTY17C	ENSG00000223641	lncRNA
SEPTIN14P23	ENSG00000228786	lncRNA
	ENSG00000301122	lncRNA
	ENSG00000290344	lncRNA
	ENSG00000288319	protein_coding
	ENSG00000288521	snRNA
ABCD1P4	ENSG00000288394	unprocessed_pseudogene
	ENSG00000288228	processed_pseudogene
	ENSG00000291033	lncRNA
PABPC1P9	ENSG00000288342	unprocessed_pseudogene
SLC9B1P4	ENSG00000288315	unprocessed_pseudogene
ACTR3BP6	ENSG00000288272	processed_pseudogene
	ENSG00000303338	lncRNA
	ENSG00000303345	lncRNA
	ENSG00000277930	lncRNA
FAM41AY2	ENSG00000290726	lncRNA
	ENSG00000291032	lncRNA
LINC00278	ENSG00000231535	lncRNA
	ENSG00000304558	lncRNA
TTTY1	ENSG00000129845	lncRNA
	ENSG00000286050	lncRNA
TTTY11	ENSG00000290381	lncRNA
	ENSG00000286187	lncRNA
	ENSG00000305394	lncRNA
	ENSG00000293249	lncRNA
	ENSG00000305658	lncRNA
	ENSG00000289707	lncRNA
	ENSG00000306111	lncRNA
	ENSG00000306715	lncRNA
	ENSG00000286009	lncRNA
	ENSG00000308317	lncRNA
	ENSG00000286201	lncRNA
	ENSG00000309341	lncRNA
	ENSG00000291031	lncRNA
H3-4	ENSG00000285435	protein_coding
RPL23AP15	ENSG00000284795	processed_pseudogene
	ENSG00000286247	lncRNA
H2AC25	ENSG00000284841	protein_coding
LINC00279	ENSG00000286217	lncRNA
H2BC26	ENSG00000285449	protein_coding
MIR4666A	ENSG00000284998	miRNA
H2BC27P	ENSG00000285234	unitary_pseudogene
	ENSG00000285050	TEC
RNF187	ENSG00000285426	protein_coding
RNA5S1	ENSG00000285166	rRNA
TTTY18	ENSG00000233699	lncRNA
RNA5S2	ENSG00000285285	rRNA
RNA5S3	ENSG00000285168	rRNA
RNA5S16	ENSG00000284853	rRNA
RNA5S17	ENSG00000285158	rRNA
RNA5SP18	ENSG00000284877	rRNA_pseudogene
DUSP5P1	ENSG00000285311	processed_pseudogene
	ENSG00000285183	snoRNA
FTH1P2	ENSG00000285319	processed_pseudogene
RHOU	ENSG00000284984	protein_coding
	ENSG00000309700	lncRNA
BTNL10P	ENSG00000285153	transcribed_unitary_pseudogene
	ENSG00000293409	lncRNA
	ENSG00000309903	lncRNA
TTTY8	ENSG00000183385	lncRNA
	ENSG00000310485	lncRNA
	ENSG00000293442	lncRNA
STSP1	ENSG00000227166	transcribed_unprocessed_pseudogene
	ENSG00000295583	lncRNA
RBMY2JP	ENSG00000227204	transcribed_unprocessed_pseudogene
	ENSG00000299821	lncRNA
XGY1	ENSG00000227447	transcribed_unprocessed_pseudogene
	ENSG00000296286	lncRNA
RBMY2WP	ENSG00000230727	transcribed_unprocessed_pseudogene
	ENSG00000306918	lncRNA
USP9YP28	ENSG00000224151	transcribed_unprocessed_pseudogene
TTTY14	ENSG00000176728	lncRNA
	ENSG00000275578	transcribed_unprocessed_pseudogene
OFD1P1Y	ENSG00000226011	transcribed_unprocessed_pseudogene
USP9YP14	ENSG00000227494	transcribed_unprocessed_pseudogene
RNASEH2CP1	ENSG00000237659	transcribed_processed_pseudogene
XGY2	ENSG00000290840	lncRNA
PPP1R12BP2	ENSG00000205936	transcribed_unprocessed_pseudogene
REREP1Y	ENSG00000225189	transcribed_unprocessed_pseudogene
	ENSG00000305624	lncRNA
	ENSG00000230073	transcribed_unprocessed_pseudogene
GPR143YP	ENSG00000232583	transcribed_unprocessed_pseudogene
	ENSG00000309393	lncRNA
OFD1P15Y	ENSG00000234888	transcribed_unprocessed_pseudogene
REREP2Y	ENSG00000235014	transcribed_unprocessed_pseudogene
PPP1R12BP1	ENSG00000229238	transcribed_unprocessed_pseudogene
	ENSG00000299596	lncRNA
ANKRD36P1	ENSG00000188399	transcribed_unprocessed_pseudogene
	ENSG00000294742	lncRNA
	ENSG00000277146	transcribed_processed_pseudogene
OFD1P2Y	ENSG00000226611	transcribed_unprocessed_pseudogene
OFD1P5Y	ENSG00000240438	transcribed_unprocessed_pseudogene
RBMY2TP	ENSG00000237269	transcribed_unprocessed_pseudogene
	ENSG00000288057	lncRNA
	ENSG00000288264	protein_coding
OFD1P10Y	ENSG00000225466	transcribed_unprocessed_pseudogene
	ENSG00000235981	transcribed_unprocessed_pseudogene
	ENSG00000299288	lncRNA
ELP5	ENSG00000288485	protein_coding
GOLGA6L11P	ENSG00000223698	transcribed_unprocessed_pseudogene
	ENSG00000297966	lncRNA
DNM1P24	ENSG00000242854	transcribed_unprocessed_pseudogene
CSPG4P2Y	ENSG00000244231	lncRNA
CSPG4P3Y	ENSG00000172342	transcribed_unprocessed_pseudogene
	ENSG00000284071	transcribed_unprocessed_pseudogene
	ENSG00000296017	lncRNA
SEPTIN14P22	ENSG00000248792	transcribed_unprocessed_pseudogene
	ENSG00000293927	lncRNA
	ENSG00000284380	transcribed_unprocessed_pseudogene
	ENSG00000310249	lncRNA
CSPG4P4Y	ENSG00000172294	transcribed_unprocessed_pseudogene
CSPG4P1Y	ENSG00000240450	lncRNA
DNM1P48	ENSG00000239304	transcribed_processed_pseudogene
GOLGA6L16P	ENSG00000197092	transcribed_unprocessed_pseudogene
	ENSG00000307363	lncRNA
	ENSG00000235583	transcribed_unprocessed_pseudogene
	ENSG00000304207	lncRNA
TPTE2P4	ENSG00000215506	transcribed_unprocessed_pseudogene
RBMY1A3P	ENSG00000197038	transcribed_unprocessed_pseudogene
	ENSG00000299768	lncRNA
TSPY7P	ENSG00000188656	transcribed_unprocessed_pseudogene
	ENSG00000301844	lncRNA
TSPY6P	ENSG00000270073	transcribed_unprocessed_pseudogene
	ENSG00000293749	lncRNA
TSPY15P	ENSG00000236786	transcribed_unprocessed_pseudogene
	ENSG00000308528	lncRNA
RBMY3AP	ENSG00000231436	transcribed_unprocessed_pseudogene
	ENSG00000309329	lncRNA
CLDN7	ENSG00000288292	protein_coding
RBMY2NP	ENSG00000229208	transcribed_unprocessed_pseudogene
	ENSG00000310196	lncRNA
TSPY13P	ENSG00000187657	transcribed_unprocessed_pseudogene
	ENSG00000309435	lncRNA
TSPY11P	ENSG00000238235	transcribed_unprocessed_pseudogene
	ENSG00000296934	lncRNA
RBMY2GP	ENSG00000223744	transcribed_unprocessed_pseudogene
	ENSG00000295986	lncRNA
	ENSG00000229725	unprocessed_pseudogene
RBMY1D	ENSG00000244395	protein_coding
	ENSG00000288215	misc_RNA
SLC2A4	ENSG00000288174	protein_coding
LEUTX	ENSG00000280774	protein_coding
	ENSG00000281677	lncRNA
	ENSG00000251618	unprocessed_pseudogene
RBMY1E	ENSG00000242389	protein_coding
DYRK1B	ENSG00000281320	protein_coding
	ENSG00000288371	lncRNA
YBX2	ENSG00000288504	protein_coding
	ENSG00000227444	unprocessed_pseudogene
RBMY2AP	ENSG00000226092	transcribed_unprocessed_pseudogene
	ENSG00000295847	lncRNA
	ENSG00000237968	unprocessed_pseudogene
OFD1P8Y	ENSG00000231159	unprocessed_pseudogene
	ENSG00000310035	lncRNA
HSFY5P	ENSG00000232475	transcribed_unprocessed_pseudogene
USP9YP17	ENSG00000229553	unprocessed_pseudogene
CDY12P	ENSG00000228850	unprocessed_pseudogene
ELOCP15	ENSG00000232029	processed_pseudogene
	ENSG00000236951	lncRNA
EIF5A	ENSG00000288145	protein_coding
TTTY6B	ENSG00000131548	lncRNA
RBMY1F	ENSG00000169800	protein_coding
MIR6719	ENSG00000281403	miRNA
FBL	ENSG00000280548	protein_coding
TSPY23P	ENSG00000229159	unprocessed_pseudogene
RBMY2UP	ENSG00000225615	unprocessed_pseudogene
RBMY1KP	ENSG00000229234	unprocessed_pseudogene
TTTY5	ENSG00000215560	lncRNA
TSPY22P	ENSG00000229940	unprocessed_pseudogene
	ENSG00000290336	lncRNA
RBMY2FP	ENSG00000243040	transcribed_unprocessed_pseudogene
TTTY25P	ENSG00000259247	unprocessed_pseudogene
TSPY21P	ENSG00000237902	unprocessed_pseudogene
RBMY1J	ENSG00000226941	protein_coding
PRR13P5	ENSG00000280932	processed_pseudogene
PSMC4	ENSG00000281221	protein_coding
GPS2	ENSG00000288325	protein_coding
	ENSG00000235059	lncRNA
ZNF546	ENSG00000281526	protein_coding
TTTY6	ENSG00000131538	lncRNA
ELOCP8	ENSG00000234131	processed_pseudogene
CDY13P	ENSG00000224873	unprocessed_pseudogene
