Regulator	Score	N_modules	N_targets	Modules	Targets
ZNF398	1.8736604860960882	2.0	63.0	15|27	EBF4|FOXK2|POU6F1|ZNF169|ZNF142|TP53AIP1|ZNF589|ZNF362|ZKSCAN8|ZNF782|PROX1|ADNP|PRDM2|ZNF70|ZNF774|ZNF605|TFAP2E|PRSS55|PRDM15|HES7|CYP3A43|ZFHX2|GTF2IRD1|ZNF785|GTF2IRD2|ZNF34|FXYD2|ZNF232|ZNF177|TCF7L1|DRD2|ZBED3|ZNF445|ZNF236|ZKSCAN3|HIC2|NFIX|ZNF514|PBX1|ZBTB39|SKOR1|SOX12|ZSCAN25|ZNF853|NRF1|ZKSCAN1|ZNF212|ZNF746|GTF2I|ZNF282|ZNF775|ZNF316|ZNF786|ZNF777|GTF2IRD2B|DMTF1|CUX1|ZSCAN21|ZNF425|ZNF789|ZKSCAN5|ZNF398|ZNF3
EGR2	1.868212848281314	1.0	19.0	24	CCL4|CSRNP1|KLF4|SRF|NR4A3|CREM|JUNB|EGR1|NR4A1|FOSB|CCL3|FOS|KLF6|RGS1|ATF3|EGR2|EGR3|NR4A2|JUN
FLI1	1.818885440090234	1.0	19.0	64	LYL1|SCIN|POU2F2|SELL|ELF1|FLI1|SPI1|SP140|HAMP|TFEC|MS4A4E|HHEX|STAT6|TLR8|IKZF1|ANKRD22|SNAI3|IRF8|IRF5
ZNF66	1.814585988438175	4.0	190.0	9|15|52|53	NR2C2|ZNF286A|ZNF354C|ZNF737|ZNF35|SP4|ZNF682|POU2F1|ZNF253|ZNF649|SMAD4|ZFP37|ZNF292|ZNF131|ZNF512|ZNF519|ZNF782|ZBTB10|ZFP90|SMAD5|ZNF454|ZC3H8|ZNF891|ZNF678|ZNF10|ZNF382|ZFP1|ZNF195|ZNF24|ZNF669|ZNF300|ZNF660|ZNF85|ZNF675|ZNF879|ZNF595|ZNF90|ZBTB8A|ZNF726|ZNF93|ZBTB26|ZSCAN26|PGBD1|ZSCAN9|ZNF852|MYBL1|ZNF286B|ZNF510|ZNF141|ZFP62|ZNF781|VEZF1|ZKSCAN7|ZNF69|ZNF491|ZNF43|ZNF197|TCF4|ZNF501|ZNF184|CREB1|ZSCAN23|ZNF850|ZNF620|ZNF250|ZSCAN16|ZNF84|ZBTB8B|ZNF486|ZNF397|ZNF66|ZNF429|EBF4|FOXK2|POU6F1|ZNF169|ZNF142|TP53AIP1|ZNF589|ZNF362|ZKSCAN8|ZNF782|PROX1|ADNP|PRDM2|ZNF70|ZNF774|ZNF605|TFAP2E|PRSS55|PRDM15|HES7|CYP3A43|ZFHX2|GTF2IRD1|ZNF785|GTF2IRD2|ZNF34|FXYD2|ZNF232|ZNF177|TCF7L1|DRD2|ZBED3|ZNF445|ZNF236|ZKSCAN3|HIC2|NFIX|ZNF514|PBX1|ZBTB39|SKOR1|SOX12|ZNF682|ZNF431|ZNF440|ZNF345|ZNF430|ZNF253|ZNF486|ZNF91|ZNF85|ZNF675|ZNF493|ZNF506|ZNF254|ZNF66|ZNF90|ZNF43|ZNF93|ZNF100|EBF4|FOXK2|ZNF496|ZNF296|ZNF517|ZNF142|TCF3|ZNF7|ZNF362|ZNF692|ZNF774|ZBTB40|ZNF2|ZBTB49|ZSCAN20|ZNF202|ZNF384|ZNF740|ZNF687|ZNF232|ZNF625|ZNF514|ZBTB39|MEF2B|POU6F1|HINFP|ZNF623|SYCE2|ZNF500|TCF7L2|ZNF337|ZNF70|TFAP2E|GLRA4|PRDM15|SP2|ZFHX2|GTF2IRD1|ZNF785|ZNF34|ZNF174|NFYC|FGF17|ZNF341|ZNF251|TCF7L1|ZBED3|ZNF696|ZNF16|IKZF4|ZNF236|HIC2|GLI4|NFIX|NFATC3|TFAP4|SKOR1|SOX12
ZNF17	1.7955148980924278	2.0	82.0	38|59	ZNF805|ZNF45|ZNF132|ZNF304|ZNF530|ZNF230|ZNF565|ZNF343|ZNF543|ZNF615|ZSCAN5A|ZNF776|ZNF586|ZNF181|ZNF460|ZNF671|ZNF471|ZSCAN22|ZNF224|ZNF225|ZNF549|ZNF551|ZNF17|ZNF417|ZNF175|ZNF223|ZIK1|ZNF550|ZNF419|ZNF616|ZNF473|ZNF773|ZNF583|ZNF416|ZNF548|ZNF582|ZNF264|ZNF211|ZNF284|ZNF547|ZNF836|ZNF134|ZNF350|ZNF749|ZNF155|ZNF432|ZNF234|ZNF700|ZNF880|ZNF44|ZNF343|ZNF714|ZNF317|SYCE2|ZSCAN5A|ZNF121|ZNF490|ZNF791|ZNF101|ZNF667|ZFP28|ZSCAN22|ZNF558|MGA|ZNF792|ZNF470|ZGLP1|ZNF136|ZNF699|ZSCAN32|ZNF442|ZNF441|ZNF57|ZNF20|ZNF557|ZNF625|ZNF836|ZNF562|ZNF347|ZNF626|ZNF528|ZNF563
TAL1	1.7776569280205712	1.0	13.0	68	MLXIPL|CLEC17A|CX3CR1|GLDN|FGF20|PADI2|MEF2C|ACSM5|P2RY12|TAL1|SIGLEC8|PTCRA|PIGR
ZBTB46	1.7343902547722683	2.0	32.0	46|58	NTRK1|GSDMC|MFAP4|RORC|PLEKHG4B|GPR39|CLDN4|IRX3|CA3|WNT9A|KCP|SDK1|CILP2|TRABD2B|FIBCD1|CHIT1|ZBTB7C|HMCN2|ZBTB46|INSRR|TMEM132E|PROC|KCTD19|ELF2|TNK1|PKNOX1|TRIM7|ATP6V1C2|ZNF280B|TOX2|WNT9A|GLB1L2
SOX6	1.7257765342884188	2.0	22.0	90|118	SLITRK2|PKNOX2|GRIK3|RPE65|MYO16|LRRC4C|MEIS3|FLRT3|MEGF11|KCND2|POU3F4|FAT3|SOX9|SNCAIP|CADM2|MPPED2|BCHE|GRIA2|FAM181B|SOX21|TRPS1|LHFPL4
ZNF417	1.7238627212063482	2.0	103.0	8|38	ZNF627|ZNF333|ZNF611|ZNF160|ZNF430|ZNF121|ZNF766|ZNF83|ZNF558|ZNF765|ZNF433|ZNF470|ZNF550|ZNF440|ZNF561|ZNF136|ZNF587B|ZNF57|ZNF426|ZNF20|ZNF548|ZNF443|ZNF557|ZNF587|ZNF763|ZNF749|ZNF347|ZNF528|ZNF805|ZNF700|ZNF44|ZNF317|ZNF841|ZNF506|ZNF791|ZNF586|ZNF667|ZNF845|ZNF761|ZNF266|ZNF460|ZNF471|ZNF417|ZNF473|ZNF699|ZNF823|ZNF799|ZNF442|ZNF701|ZNF264|ZNF77|ZNF320|ZNF708|ZNF562|ZNF432|ZNF626|ZNF805|ZNF45|ZNF132|ZNF304|ZNF530|ZNF230|ZNF565|ZNF343|ZNF543|ZNF615|ZSCAN5A|ZNF776|ZNF586|ZNF181|ZNF460|ZNF671|ZNF471|ZSCAN22|ZNF224|ZNF225|ZNF549|ZNF551|ZNF17|ZNF417|ZNF175|ZNF223|ZIK1|ZNF550|ZNF419|ZNF616|ZNF473|ZNF773|ZNF583|ZNF416|ZNF548|ZNF582|ZNF264|ZNF211|ZNF284|ZNF547|ZNF836|ZNF134|ZNF350|ZNF749|ZNF155|ZNF432|ZNF234
ZNF264	1.7107520593072552	1.0	47.0	38	ZNF805|ZNF45|ZNF132|ZNF304|ZNF530|ZNF230|ZNF565|ZNF343|ZNF543|ZNF615|ZSCAN5A|ZNF776|ZNF586|ZNF181|ZNF460|ZNF671|ZNF471|ZSCAN22|ZNF224|ZNF225|ZNF549|ZNF551|ZNF17|ZNF417|ZNF175|ZNF223|ZIK1|ZNF550|ZNF419|ZNF616|ZNF473|ZNF773|ZNF583|ZNF416|ZNF548|ZNF582|ZNF264|ZNF211|ZNF284|ZNF547|ZNF836|ZNF134|ZNF350|ZNF749|ZNF155|ZNF432|ZNF234
GLI4	1.6197827106787126	1.0	24.0	30	MXD4|ZBTB3|ZNF764|ZNF771|SOX13|ZNF319|ZKSCAN4|ZNF691|ZNF768|PBX2|ZNF219|ATF6B|ZNF689|FOXO4|ZNF48|ZNF76|ZNF646|ZNF688|ZBTB22|RFX5|TP53|KLF13|E2F4|RXRB
ESR2	1.6079275868621536	1.0	34.0	25	PTCHD4|SCN9A|SCG2|ESR2|SCN7A|INMT|DIRAS3|LMOD1|COL22A1|COL19A1|AZGP1|UCN2|BDNF|MCHR1|TRPM8|HTR4|AIRE|DHH|TGFA|IGF2BP2|ELMOD1|ZFX|SEC14L6|EDA2R|CPNE8|PCSK1|MUC12|GRIA1|RYR3|ZNF436|RGS17|NGFR|NPAS2|PTPRH
TSHZ1	1.5969515430764227	2.0	66.0	5|99	NCALD|ADD2|OLIG2|TNR|MMD2|FXYD6|DGKB|KCNQ2|OLIG1|MMP16|GRIA2|CACNG7|GNG4|BCAN|FAM131B|PTPRD|THSD7A|BCHE|PIANP|NOL4|LRRTM3|FRMPD1|ASIC4|NRXN2|SLIT1|DSCAM|NRXN1|CSMD1|SEZ6L|KCNA2|TMEM132B|ZNF704|NXPH3|XKR4|PURG|CNTNAP5|CADM2|ELAVL3|CSRNP3|LRRTM2|SOX8|BRSK2|NKAIN4|CDHR1|MPPED2|FLRT1|TMEM145|PRR36|ZDHHC22|NTRK3|NLGN3|LINGO1|CSPG5|MAP2|TSHZ1|TRIM71|SOX6|EPHB1|ZFP69B|DLL3|SCN3A|TSPAN11|MYH7|FLRT1|MYCN|FBN3
ZNF48	1.5965045581545256	3.0	52.0	30|50|98	MXD4|ZBTB3|ZNF764|ZNF771|SOX13|ZNF319|ZKSCAN4|ZNF691|ZNF768|PBX2|ZNF219|ATF6B|ZNF689|FOXO4|ZNF48|ZNF76|ZNF646|ZNF688|ZBTB22|RFX5|TP53|KLF13|E2F4|RXRB|ZBTB3|THAP11|ZNF511|CTCF|CREB3L4|ZNF219|ZBTB14|NRL|ZNF689|ZSCAN29|ZNF48|ZNF32|ZNF239|ZNF688|KLF13|ZSCAN2|ZNF687|ZNF629|ZNF48|MESP1|ZNF771|ZNF668|DBP|RFX5|ZNF672|ZNF213|NFYC|IGFL4
ZNF134	1.596438970344244	1.0	47.0	38	ZNF805|ZNF45|ZNF132|ZNF304|ZNF530|ZNF230|ZNF565|ZNF343|ZNF543|ZNF615|ZSCAN5A|ZNF776|ZNF586|ZNF181|ZNF460|ZNF671|ZNF471|ZSCAN22|ZNF224|ZNF225|ZNF549|ZNF551|ZNF17|ZNF417|ZNF175|ZNF223|ZIK1|ZNF550|ZNF419|ZNF616|ZNF473|ZNF773|ZNF583|ZNF416|ZNF548|ZNF582|ZNF264|ZNF211|ZNF284|ZNF547|ZNF836|ZNF134|ZNF350|ZNF749|ZNF155|ZNF432|ZNF234
ZNF14	1.5769881534512633	2.0	91.0	8|59	ZNF627|ZNF333|ZNF611|ZNF160|ZNF430|ZNF121|ZNF766|ZNF83|ZNF558|ZNF765|ZNF433|ZNF470|ZNF550|ZNF440|ZNF561|ZNF136|ZNF587B|ZNF57|ZNF426|ZNF20|ZNF548|ZNF443|ZNF557|ZNF587|ZNF763|ZNF749|ZNF347|ZNF528|ZNF805|ZNF700|ZNF44|ZNF317|ZNF841|ZNF506|ZNF791|ZNF586|ZNF667|ZNF845|ZNF761|ZNF266|ZNF460|ZNF471|ZNF417|ZNF473|ZNF699|ZNF823|ZNF799|ZNF442|ZNF701|ZNF264|ZNF77|ZNF320|ZNF708|ZNF562|ZNF432|ZNF626|ZNF700|ZNF880|ZNF44|ZNF343|ZNF714|ZNF317|SYCE2|ZSCAN5A|ZNF121|ZNF490|ZNF791|ZNF101|ZNF667|ZFP28|ZSCAN22|ZNF558|MGA|ZNF792|ZNF470|ZGLP1|ZNF136|ZNF699|ZSCAN32|ZNF442|ZNF441|ZNF57|ZNF20|ZNF557|ZNF625|ZNF836|ZNF562|ZNF347|ZNF626|ZNF528|ZNF563
ZNF492	1.5678552506109433	2.0	25.0	66|105	RBPJ|ZNF281|AIM2|CALCRL|SKIL|FERMT1|ATOH8|ZEB2|ZNF189|ZNF695|ZNF560|ZBTB34|ZNF124|GMEB1|ZNF22|ZNF281|ELF2|ZNF32|NFYA|IKZF5|FERMT1|COCH|PEG10|ZNF492|ZNF518A
FOXC1	1.5487370939295786	1.0	10.0	96	INHBA|FOXC1|FOXC2|SFRP4|BPI|TBX18|PLA1A|C7|FBLN2|ALDH1A3
SKIL	1.5421633504552188	2.0	47.0	23|66	ZNF784|ZNF496|ZNF296|CC2D1A|ZSCAN5A|ZNF444|ZNF554|ZNF133|ERF|ZSCAN22|ZNF628|ZNF692|ZNF324|ZNF584|ZNF581|ZNF580|ZNF526|ZNF574|ZNF576|ZNF446|ZNF512B|ZSCAN32|ZNF414|ZNF341|ZBTB45|MYPOP|ZNF497|CIC|ZNF324B|WIZ|ZNF865|ZNF579|ZNF835|MZF1|RBPJ|ZNF281|AIM2|CALCRL|SKIL|FERMT1|ATOH8|ZEB2|ZNF189|ZNF695|ZNF560|ZBTB34|ZNF124
ETV7	1.5359871286704174	2.0	28.0	82|94	PCDH15|RPE65|FBXL2|TCEAL2|SOX1|IKZF2|PKIA|TVP23A|CACNA1A|DNER|SCRG1|GRIK2|SCN1A|DCT|NSUN7|SEC61G|SHOX2|POU3F2|LANCL2|TBX1|RBP1|FBXO17|DES|TGIF2|ZSCAN12|NMNAT3|EGFR|SH2D4A
RFX5	1.533782710019203	3.0	107.0	36|98|122	AEBP1|SOCS3|MYZAP|GDF15|RAB36|AHNAK2|RGS22|TEAD3|C2orf50|PDPN|SRPX2|RARRES2|TXLNB|LCTL|CXCL14|EVC2|IGFBP2|FLNC|SPOCD1|C6orf141|RUNX1|GPX8|MDK|TPPP3|LIF|NFATC4|RBP1|SOD3|TMIE|GCOM1|PTX3|TIMP1|NMNAT3|LRRC2|CPA4|FAM181A|ARSJ|CHI3L1|SH2D4A|LRRC55|NSUN7|FMOD|KCNE4|ABCA5|SPAG17|LRRFIP1|ADAM12|CLCF1|PLAU|DES|EMP3|FOSL1|VASN|CA12|CHRNA9|PDLIM4|F3|ELK3|TNFAIP6|TOM1L1|COL8A1|CLDN1|ABCC3|HES1|CCDC8|HSPB7|PIRT|FER1L5|CFAP45|LOXL1|MAOB|DDIT4L|TMEM158|PLA2G5|FBXO17|LGALS3|MT2A|ITGA3|STAT3|SERPINE1|HPD|SLC47A2|ZNF687|ZNF629|ZNF48|MESP1|ZNF771|ZNF668|DBP|RFX5|ZNF672|ZNF213|NFYC|IGFL4|ZBTB48|THAP11|USF1|ZNF511|ZSCAN20|ZKSCAN4|NRL|ZSCAN29|ESPNL|ZNF668|RFX5|PRDM2|E2F4
CEBPB	1.5286980931078482	3.0	99.0	3|61|104	CFB|SOCS3|IER3|NFKB2|FCN1|C15orf48|CCL2|CXCL5|THBS1|PTGS2|TNFSF14|SLC39A8|ANPEP|IL1RN|BCL2A1|FFAR2|TNFAIP2|OSM|IL1B|LIF|CEBPD|HMOX1|PTX3|SLC16A10|CEBPB|TREML2|CXCL8|RRAD|AQP9|ICAM1|THBD|CHI3L2|KCNJ15|PLAUR|NAMPT|LILRA5|IL6|TGFBI|STC1|BHLHE40|TREM1|MAFF|SAA2|CXCL2|CXCL1|BIRC3|MMP19|ADAM8|LILRA6|SOD2|S100A9|CXCL3|IL32|VDR|RELB|HSD11B1|FCAR|STAT3|G0S2|IL1A|PLIN2|HSPA6|FOSL2|KLF10|NFKB1|FPR2|BDKRB2|KCNJ15|CEACAM4|LRG1|PLAUR|STEAP4|LILRA5|GPR84|MMP19|ADAM8|LILRA6|CEBPD|LILRB3|VDR|TNFSF14|MXD1|SLC16A10|ANPEP|S100A8|TNFSF15|CEBPB|PHOSPHO1|CXCR1|IL1R2|IL18RAP|KCNJ15|PF4|IL1RL1|PPBP|NFE2|TUBB1|FCGR3B|APOBEC3A
FOXQ1	1.4784985776764012	1.0	18.0	32	FOXL2|VWA2|BCL6B|FOXL2NB|TMEM45B|SPATA22|LEF1|NKD2|MECOM|THSD7B|SOX17|ERG|FOXF2|LRRC36|KIT|FOXQ1|XPNPEP2|NODAL
HHEX	1.4767449935084844	3.0	54.0	20|68|110	CEBPA|POU2F2|CREBL2|FLI1|SP140|ACSM5|CD69|SIGLEC8|IKZF1|ANKRD22|IRF8|LYL1|TMEM119|SCIN|TNFRSF8|OLR1|MLXIPL|CLEC17A|SELL|CX3CR1|PRR15|IL21R|FGF20|HAMP|HHEX|MEF2C|P2RY12|TAL1|SNAI3|IRF5|MLXIPL|CLEC17A|CX3CR1|GLDN|FGF20|PADI2|MEF2C|ACSM5|P2RY12|TAL1|SIGLEC8|PTCRA|PIGR|KLF3|MEF2A|GPR82|CREB3L2|AZGP1|PLAG1|ANKRD22|FAM177B|MMRN1|AHR|GLDN
ZNF227	1.467779147106313	1.0	87.0	1	ZNF132|ZNF566|ZNF530|ZNF570|ZNF569|ZNF613|ZNF420|ZNF221|ZNF615|ZNF776|ZNF559|ZNF14|ZNF677|ZNF260|ZNF607|ZNF285|ZNF180|ZNF224|ZNF225|ZNF30|ZNF222|ZNF175|ZNF585B|ZNF223|ZNF599|ZNF226|ZNF283|ZNF112|ZNF555|ZNF383|ZNF546|ZNF582|ZNF614|ZNF254|ZNF567|ZNF547|ZNF836|ZNF350|ZNF573|ZNF577|ZNF234|ZNF529|ZNF45|ZNF304|ZNF527|ZNF431|ZNF461|ZNF230|ZNF71|ZNF780B|ZFP14|ZNF91|ZNF568|ZNF793|ZFP30|ZNF829|ZNF585A|ZNF181|ZNF235|ZNF571|ZNF8|ZNF671|ZNF772|ZNF606|ZNF549|ZNF17|ZNF551|ZNF780A|ZNF146|ZIK1|ZNF419|ZNF616|ZNF439|ZNF773|ZNF583|ZNF814|ZNF416|ZNF493|ZNF227|ZNF211|ZNF284|ZNF480|ZNF790|ZNF134|ZNF155|ZNF418|ZNF302
IKZF2	1.4383832425506764	1.0	10.0	67	CRISPLD1|RPE65|HNF4G|OVCH1|SMIM5|PCDH8|IKZF2|NTNG1|MSX1|ZHX1
HSF4	1.433210666792975	2.0	21.0	42|87	CSRNP2|STAC2|RARA|HSF4|NXPH4|ACAN|DNAH11|TFR2|ESPN|ATG9B|PRPH|STAC2|HSF4|LEMD1|NXPH4|ZNF395|TFR2|ESPN|ATG9B|BIRC7|STC2
RFX4	1.3662024409877092	1.0	12.0	76	PRDM16|ADIG|OLFM4|ZBTB4|SOX13|ZNF691|TP53|GHRHR|RASD1|HOMEZ|IGFL4|C10orf62
ZNF135	1.355510756313	1.0	13.0	49	ZNF135|ZNF28|ZNF665|ZNF730|ZFP82|ZNF329|ZNF544|HDX|ZFP3|ZNF610|ZNF415|ZNF256|ZSCAN18
ZNF234	1.3476744293324108	1.0	47.0	38	ZNF805|ZNF45|ZNF132|ZNF304|ZNF530|ZNF230|ZNF565|ZNF343|ZNF543|ZNF615|ZSCAN5A|ZNF776|ZNF586|ZNF181|ZNF460|ZNF671|ZNF471|ZSCAN22|ZNF224|ZNF225|ZNF549|ZNF551|ZNF17|ZNF417|ZNF175|ZNF223|ZIK1|ZNF550|ZNF419|ZNF616|ZNF473|ZNF773|ZNF583|ZNF416|ZNF548|ZNF582|ZNF264|ZNF211|ZNF284|ZNF547|ZNF836|ZNF134|ZNF350|ZNF749|ZNF155|ZNF432|ZNF234
STAT3	1.3045403117361167	1.0	18.0	34	ADM|NFIL3|ZNF395|ENO1|HILPDA|GPRC5A|SPAG4|ANGPTL4|STC2|NDRG1|HMOX1|LOX|CLEC5A|CA12|VEGFA|PLIN2|CA9|NPC1L1
FOXS1	1.2998076028433825	2.0	35.0	84|114	FOXC2|STRA6|MEDAG|PAPPA|COL15A1|COL13A1|COL12A1|GPX8|KRT8|CTHRC1|CYP1B1|FOXL1|HEYL|RFX8|COL6A2|ASPN|DCN|ISLR|HTRA3|FHL2|PCOLCE|KRT18|RARRES1|ALDH1A3|FIBCD1|CLIC5|LEF1|NMUR1|THSD7B|SOX17|SOX18|GLI1|ANO1|PTCH1|HEYL
ZSCAN21	1.2974083818586408	1.0	21.0	27	ZSCAN25|ZNF853|NRF1|ZKSCAN1|ZNF212|ZNF746|GTF2I|ZNF282|ZNF775|ZNF316|ZNF786|ZNF777|GTF2IRD2B|DMTF1|CUX1|ZSCAN21|ZNF425|ZNF789|ZKSCAN5|ZNF398|ZNF3
ZNF416	1.273081187536118	1.0	47.0	38	ZNF805|ZNF45|ZNF132|ZNF304|ZNF530|ZNF230|ZNF565|ZNF343|ZNF543|ZNF615|ZSCAN5A|ZNF776|ZNF586|ZNF181|ZNF460|ZNF671|ZNF471|ZSCAN22|ZNF224|ZNF225|ZNF549|ZNF551|ZNF17|ZNF417|ZNF175|ZNF223|ZIK1|ZNF550|ZNF419|ZNF616|ZNF473|ZNF773|ZNF583|ZNF416|ZNF548|ZNF582|ZNF264|ZNF211|ZNF284|ZNF547|ZNF836|ZNF134|ZNF350|ZNF749|ZNF155|ZNF432|ZNF234
GTF2I	1.269225815476597	2.0	35.0	27|80	ZSCAN25|ZNF853|NRF1|ZKSCAN1|ZNF212|ZNF746|GTF2I|ZNF282|ZNF775|ZNF316|ZNF786|ZNF777|GTF2IRD2B|DMTF1|CUX1|ZSCAN21|ZNF425|ZNF789|ZKSCAN5|ZNF398|ZNF3|SKIDA1|ZNF521|ZNF713|APOL4|MRPS17|IGSF3|TBX1|LAMA1|MAB21L1|PHKG1|SOX9|EGFR|VOPP1|ELOVL2
ZNF641	1.260835805353398	2.0	21.0	42|87	CSRNP2|STAC2|RARA|HSF4|NXPH4|ACAN|DNAH11|TFR2|ESPN|ATG9B|PRPH|STAC2|HSF4|LEMD1|NXPH4|ZNF395|TFR2|ESPN|ATG9B|BIRC7|STC2
KLF15	1.256015646046955	2.0	28.0	68|85	MLXIPL|CLEC17A|CX3CR1|GLDN|FGF20|PADI2|MEF2C|ACSM5|P2RY12|TAL1|SIGLEC8|PTCRA|PIGR|SKIDA1|ZHX3|GSG1L|KLF15|NKAIN3|ACSBG1|DGKG|SOX9|ESRRG|COL28A1|MT3|NPAS3|GRIK1|EMILIN3|TRIL
ETV1	1.254356485083209	1.0	40.0	31	FOXG1|FABP7|KLHL4|PPP1R1C|CA14|GSG1L|IGSF3|ROBO2|TENM1|ARC|ACSBG1|TGIF2|SEZ6|NPAS3|POU3F3|ATP13A4|ELOVL2|RLBP1|COL9A3|SALL1|KCNIP1|ZNF521|CDK6|CDH4|FREM2|POU3F2|ZNF80|TFCP2|MAB21L1|SLC24A3|NKAIN3|SOX9|ZNF596|EDNRB|MEIS1|FAM181B|EMILIN3|RGS6|WSCD1|KCNF1
SNAI3	1.250394705335911	2.0	43.0	20|68	CEBPA|POU2F2|CREBL2|FLI1|SP140|ACSM5|CD69|SIGLEC8|IKZF1|ANKRD22|IRF8|LYL1|TMEM119|SCIN|TNFRSF8|OLR1|MLXIPL|CLEC17A|SELL|CX3CR1|PRR15|IL21R|FGF20|HAMP|HHEX|MEF2C|P2RY12|TAL1|SNAI3|IRF5|MLXIPL|CLEC17A|CX3CR1|GLDN|FGF20|PADI2|MEF2C|ACSM5|P2RY12|TAL1|SIGLEC8|PTCRA|PIGR
HIC1	1.246902281546575	1.0	10.0	96	INHBA|FOXC1|FOXC2|SFRP4|BPI|TBX18|PLA1A|C7|FBLN2|ALDH1A3
ZNF549	1.23518784830423	2.0	103.0	8|38	ZNF627|ZNF333|ZNF611|ZNF160|ZNF430|ZNF121|ZNF766|ZNF83|ZNF558|ZNF765|ZNF433|ZNF470|ZNF550|ZNF440|ZNF561|ZNF136|ZNF587B|ZNF57|ZNF426|ZNF20|ZNF548|ZNF443|ZNF557|ZNF587|ZNF763|ZNF749|ZNF347|ZNF528|ZNF805|ZNF700|ZNF44|ZNF317|ZNF841|ZNF506|ZNF791|ZNF586|ZNF667|ZNF845|ZNF761|ZNF266|ZNF460|ZNF471|ZNF417|ZNF473|ZNF699|ZNF823|ZNF799|ZNF442|ZNF701|ZNF264|ZNF77|ZNF320|ZNF708|ZNF562|ZNF432|ZNF626|ZNF805|ZNF45|ZNF132|ZNF304|ZNF530|ZNF230|ZNF565|ZNF343|ZNF543|ZNF615|ZSCAN5A|ZNF776|ZNF586|ZNF181|ZNF460|ZNF671|ZNF471|ZSCAN22|ZNF224|ZNF225|ZNF549|ZNF551|ZNF17|ZNF417|ZNF175|ZNF223|ZIK1|ZNF550|ZNF419|ZNF616|ZNF473|ZNF773|ZNF583|ZNF416|ZNF548|ZNF582|ZNF264|ZNF211|ZNF284|ZNF547|ZNF836|ZNF134|ZNF350|ZNF749|ZNF155|ZNF432|ZNF234
ZNF548	1.2340827336492637	2.0	66.0	8|91	ZNF627|ZNF333|ZNF611|ZNF160|ZNF430|ZNF121|ZNF766|ZNF83|ZNF558|ZNF765|ZNF433|ZNF470|ZNF550|ZNF440|ZNF561|ZNF136|ZNF587B|ZNF57|ZNF426|ZNF20|ZNF548|ZNF443|ZNF557|ZNF587|ZNF763|ZNF749|ZNF347|ZNF528|ZNF805|ZNF700|ZNF44|ZNF317|ZNF841|ZNF506|ZNF791|ZNF586|ZNF667|ZNF845|ZNF761|ZNF266|ZNF460|ZNF471|ZNF417|ZNF473|ZNF699|ZNF823|ZNF799|ZNF442|ZNF701|ZNF264|ZNF77|ZNF320|ZNF708|ZNF562|ZNF432|ZNF626|PTPN3|ZNF518B|GCK|KBTBD12|NHLRC1|ACTRT3|SULT1C2|COL21A1|TNFRSF18|TUSC1
ZNF615	1.2338474746044108	1.0	47.0	38	ZNF805|ZNF45|ZNF132|ZNF304|ZNF530|ZNF230|ZNF565|ZNF343|ZNF543|ZNF615|ZSCAN5A|ZNF776|ZNF586|ZNF181|ZNF460|ZNF671|ZNF471|ZSCAN22|ZNF224|ZNF225|ZNF549|ZNF551|ZNF17|ZNF417|ZNF175|ZNF223|ZIK1|ZNF550|ZNF419|ZNF616|ZNF473|ZNF773|ZNF583|ZNF416|ZNF548|ZNF582|ZNF264|ZNF211|ZNF284|ZNF547|ZNF836|ZNF134|ZNF350|ZNF749|ZNF155|ZNF432|ZNF234
RORB	1.232528600341849	2.0	66.0	62|73	DCDC1|CFAP126|CFAP54|ZMYND10|SLC9C2|VWA3B|CCDC65|CFAP52|DNAH5|DNAAF1|LRRC74B|MAK|TTC29|TEKT1|C7orf57|ZNF165|ZBBX|MORN5|SPEF1|WDR93|PRR29|ANKRD45|FOXJ1|DNAI1|CFAP43|SDR42E2|EFHC2|DNAH6|ROPN1L|CFAP57|DRC1|RSPH4A|DRC7|C6orf118|ANKUB1|VWA3A|DTHD1|NEK5|RSPH1|F12|BMP8B|KLRC2|PODN|ELFN1|OXCT2|DLX5|EYA1|NPR3|BAMBI|FCRLA|MYO5B|ZNF469|CDH3|SAMD11|SLCO5A1|PDGFRA|ZEB2|ZFP69|PRSS35|RARB|RASL11B|COL11A1|SYT6|IGF2|GDNF|TFAP2A
